0.069973575,0.07
0.012024673,0.121649613
0.069471235,0.11175517
0.104874845,0.085235862
0.078160377,0.128864417
0.148957164,0.061072437
0.050479928,0.058051917
0.167140898,0.118670038
0.156222471,0.227067546
0.119457274,0.193303589
0.319686991,0.071
0.399608086,0.101900062
0.100191991,0.101861858
0.206004626,0.042597567
0.084208184,0.055478333
0.258744874,0.151550569
0.189777604,0.077
0.154577726,0.126753735
-0.033975569,0.114
-0.001998357,0.085
0.211825801,0.163
-0.073946826,0.082
-0.004319568,0.004781944
0.01,0.03
0.03,0.02
-0.02,0.055
0.14,0.067
0.079,0.056
-0.056,0.059
-0.023,0.014
0.002,0.019
0.066,0.02
0.14,0.025
0.049,0.022
0.062,0.023
-0.004,0.011
0.001,0.012
0.02,0.024
0.16,0.05
0.05,0.055
0.032,0.022
-0.01,0.047
0.12,0.052
0.13,0.042
0.051,0.054
0.15,0.055
0.12,0.041
-0.003,0.054
0.13,0.041
0.01,0.024
0.11,0.057
-0.042,0.016
0.049,0.036
0.079980255,0.046
0.181737624,0.338940669
0.222123763,0.116614976
0.209584518,0.102051539
0.099955693,0.152932211
0.129916506,0.05
0,0.05
0.259833012,0.05
0.029953584,0.1
0.169890816,0.05
0.009984528,0.1
-0.009993577,0.05
0.259586645,0.1
0.099935774,0.05
-0.039938112,0.09
0,0.05
0.069891697,0.09
0.049920509,0.1
0.009984102,0.09
0.019969056,0.09
0.159897238,0.05
0.019969056,0.07
-0.019968203,0.1
0.019968203,0.1
0.149767922,0.09
0.079872814,0.1
0.139777424,0.06
0.12,0.07
0.159943866,0.05
0.159943866,0.06
0.209926324,0.09
0.189933341,0.06
0.010866447,0.002217399
0.012388429,0.002684057
0.002057828,0.002052857
0.00664622,0.002211454
0.011157454,0.002824086
0.005909166,0.002162832
-0.008606867,0.091447963
0.065519776,0.108159629
0.036046224,0.089696418
-0.07628387,0.095564408
-0.256762034,0.124524077
-0.021681829,0.097051994
0.53058743,0.127405492
0.512846074,0.12901788
0.545091227,0.137079155
0.10593678,0.060319874
0.08567892,0.040799486
0.068767945,0.076764218
-0.049016009,0.084027444
0.063973594,0.073569633
0.194467177,0.046236951
-0.007345536,0.069782596
0.612671218,0.1458741
0.369505333,0.132093694
0.396966739,0.175706589
0.469650303,0.101000065
0.305159953,0.077826028
0.325794245,0.130746375
0.347024216,0.080368846
0.290282518,0.078075988
0.335375808,0.083843952
0.262788981,0.138
0.165917372,0.133
0.192940767,0.118
0.141956419,0.091
0.167627229,0.037544578
0.093802867,0.085646096
0.185802481,0.070192048
0.078611164,0.606428981
0.026652928,0.479752705
0.003664289,0.073755565
0.046712159,0.067732631
0.076332649,0.115247333
0.058772734,0.061986867
0.21308125,0.081587118
0.318368532,0.090162963
0.138504629,0.066071113
0.01334573,0.05829977
0.053,0.043
0.48,0.03
0.15,0.043
0.12,0.049
-0.062,0.046
0.14,0.049
0.090890244,0.04496269
0.007922493,0.03948259
0.479446792,0.09
0.029965425,0.09
0.529391969,0.1
0.069919694,0.09
0.549378531,0.09
0.109875706,0.1
0.399536142,0.09
-0.059930421,0.09
0.014421153,0.004807051
0.009089697,0.005194112
0.019994073,0.04
0.019994073,0.03
0.064,0.505
0.701,0.027
0.002,0.965
0.0129969,0.016
0.015996391,0.014
0.036991664,0.014
0.347017874,0.157
0.287231521,0.062015897
0.237483258,0.048400121
0.24274211,0.050695527
0.010603549,0.047233993
0.042742772,0.045657052
0.093561009,0.046288078
0.005173903,0.051739028
0.010401644,0.050968057
0.069115042,0.045075027
-0.047880543,0.045926235
-0.012640831,0.044729094
0.039983921,0.045
0.022990754,0.047
0.021991156,0.05
-0.063974273,0.046
0.11785902,0.076
0.082900836,0.081
-0.02097491,0.088
-0.169796894,0.082
0,0.055
-0.008994529,0.057
0.043973252,0.059
-0.008994529,0.055
0.310073307,0.061418367
0.138995201,0.07644736
0.119046883,0.092261335
0.058797935,0.058797935
0.22,0.087
0.125413817,0.062706909
0.288115916,0.045981767
0.047597866,0.015277337
-0.002250677,0.005163317
0.005758615,0.00734909
-0.000680603,0.003544806
0.08285104,0.03103202
0.027404012,0.01949531
0.01312779,0.105022323
0.099664041,0.090019134
-0.089176083,0.081307605
0.057478567,0.114957135
0.451130068,0.225565034
0.144405694,0.105022323
-0.229914269,0.114957135
-0.820027653,0.234293615
-0.234293615,0.234293615
0.121977527,0.16989727
0.056202925,0.115215996
0.450600696,1.532042367
0.062973963,0.062
0.105969338,0.042
0.080966524,0.06
0.078977148,0.042
0.11895082,0.061
0.044986983,0.018
0.033985948,0.027
0.159953628,0.058
0.038984005,0.065
0.007997681,0.064
-0.061974573,0.071
0.142958555,0.062
-0.038988697,0.063
0.031986876,0.07
0.1763992,0.102125852
0.291247801,0.124820486
0.149387521,0.074693761
-0.086644762,0.059755009
0.103462946,0.103462946
-0.081952155,0.08498742
0.226633119,0.11331656
-0.096204546,0.082056819
0.01008948,0.110984279
0.180863269,0.135647452
0.07012879,0.074511839
-0.003166753,0.063335063
0.06898004,0.042
0.118962322,0.058
-0.080966781,0.07
-0.039986789,0.054
-0.083972256,0.06
-0.13992504,0.074
0.029984197,0.018
-0.179903623,0.065
0.119968161,0.073
0.106975464,0.042
0.122967365,0.061
-0.149960202,0.064
-0.035994183,0.047
0.012995884,0.066
0.039993537,0.041
0.096977757,0.056
0.19284727,0.124
0.400224303,0.308369545
0.028989497,0.033
0.078976588,0.03
0.032988048,0.051
-0.095935757,0.11
-0.159912393,0.103
0.274822006,0.112
0.305946532,0.253870527
0.782131094,0.391065547
-0.021007653,0.035551413
0.043965949,0.030081965
0.048934624,0.014893146
0.032179579,0.009819308
0.11404935,0.014256169
0.089448847,0.040515066
0.171042139,0.086398209
0.088768156,0.075875638
0.249914802,0.054
-0.016661162,0.079259527
0.189935249,0.063
